Complexity,Loss,Equation
1,0.01607121443261574,"0.059379145669230665"
3,0.01549243754937199,"(0.251841137194349 / x1)"
4,0.010332419212408087,"square(cos(sqrt(x3)))"
6,0.010161368189577975,"square(cos(sqrt(x3) - -0.00970752118783433))"
11,0.00948504686442466,"(square(exp(exp(cos(exp(-85.07996034997775)) * sqrt(x3)))) * 1.454956762027479e-7)"
15,0.006436756158701019,"square(sqrt(sin(exp(x3 - (x2 + x1)) / cos(sqrt(cos(sin(x3)))))))"
