Complexity,Loss,Equation
1,5.256755990755806e-6,"0.00016052422230824502"
3,5.24343920351591e-6,"(0.0001605242223078886 / x3)"
5,5.206927478010923e-6,"((x1 * -0.0007737968478697121) + 0.0013197211461012937)"
9,4.494383367650872e-6,"((cos(x1) / square(square(exp(x3)))) / x1)"
