Complexity,Loss,Equation
1,0.9013669260687319,"x2"
3,0.5610892666273561,"(x2 + 0.5833332363860767)"
4,0.49227380435226364,"exp(sqrt(sqrt(x2)))"
6,0.15967872350484813,"(x2 + cos(x2 / x1))"
8,0.13180227844351627,"(x2 + cos((x2 / x1) - 0.21209005133499165))"
