Complexity,Loss,Equation
1,0.020275643696259203,"0.19465036302911926"
3,0.011406181765629056,"(0.37312928631911785 / x3)"
4,0.010333057552787602,"exp(-0.9347669685538996 * x3)"
5,0.007023970278263884,"(0.1946503630278726 * (x4 / x3))"
6,0.00700344796525407,"(sin(0.19465036526975538) * (x4 / x3))"
7,0.0069875383764388885,"(sin(sin(0.19465036526975538)) * (x4 / x3))"
9,0.006752961288334455,"(sin(sin(0.19465036526975538)) * ((x4 / x3) - 0.05290450618205829))"
