Complexity,Loss,Equation
1,1.8790953592510795,"3.832986783018924"
3,0.40935349468955395,"(x2 * 0.5919763550896421)"
5,0.4089172791690645,"((x2 * 0.6018771709440442) - 0.07040610639760836)"
7,0.31774661025104817,"((x2 - (x3 / x4)) * 0.6018771709440442)"
8,0.24351787856378615,"((x2 - square(x3 / x4)) * 0.6018771709440442)"
