Complexity,Loss,Equation
1,2.5384967559491374,"1.1830214468362863"
2,2.3134322017953637,"sin(x4)"
3,1.5434595248653857,"(3.1668852125604285 - x4)"
4,1.400691521057128,"square(1.9814482568432739 / x4)"
7,1.3671599032728292,"square(1.5951050777859426 / exp(x4 + -1.281547433847681))"
