Complexity,Loss,Equation
1,1.5157314996495964e-10,"2.9482973562186543e-7"
3,1.5153023043086828e-10,"(2.9482973562186543e-7 / x1)"
4,1.5152808208723138e-10,"(2.9482973562186543e-7 / square(x1))"
5,1.5134009790896814e-10,"(2.9482973562186543e-7 / (x1 / x5))"
7,1.510631617423804e-10,"(2.9482973562186543e-7 / ((x1 / x5) / x4))"
