Complexity,Loss,Equation
1,0.0037642527868628987,"0.024117827750636728"
3,0.003200561006084728,"(0.05901509775574169 / x2)"
4,0.0025613429805052108,"exp(x2 / -0.4270277012145641)"
6,0.0025048303193146697,"exp((x2 / -0.4270277012145641) - -0.07869475313278178)"
