Complexity,Loss,Equation
1,0.013713317226158163,"0.40362813458173374"
3,2.821089079996859e-15,"(x1 * 0.20223194674099185)"
5,2.821089079989337e-15,"(square(sqrt(x1)) * 0.20223194674099185)"
11,2.821073411048534e-15,"(((((x1 * -32.362328786990744) - -3.5029400182533807) - x1) / -164.9706159627915) + 0.02123372136211522)"
