Complexity,Loss,Equation
1,3.742235847923077e-9,"6.117687560794762e-7"
3,3.7408067499505386e-9,"(3.00957325687079e-6 / x4)"
5,3.738963953751137e-9,"((9.248241299442128e-6 / x4) - 3.0975751716955102e-6)"
7,3.73475112104608e-9,"((3.00957325687079e-6 / x2) / (x4 + -0.8084338969886692))"
