Complexity,Loss,Equation
1,8.004497087916144e-41,"-8.946785505373547e-21"
2,6.407197363046225e-81,"square(-8.946785505373547e-21)"
6,0.0,"exp(x3 - exp(exp(1.8794749833389466)))"
