Complexity,Loss,Equation
1,10224.684942066871,"141.8755877665085"
3,5158.144293467019,"(x3 * 23.37979442570872)"
4,19.10966561250938,"(square(x3) * x1)"
6,1.1865863155920842,"((square(x3) + x2) * x1)"
8,0.5865212620346951,"(((square(x3) + x2) - 0.2521217091228287) * x1)"
