Complexity,Loss,Equation
1,0.0032288525248215403,"0.048426253494973065"
3,0.0013400516304027537,"(0.14431510080292337 / x2)"
4,0.0008090338671996706,"(0.5228769065995723 / exp(x2))"
5,0.0007222072989185682,"((0.048426253494973065 / x2) * x1)"
6,0.00072218771773874,"((sin(0.048426253494973065) / x2) * x1)"
8,1.1417317008854654e-5,"((0.048426253494973065 * x1) / (square(x2) * 0.5821930542190418))"
