Complexity,Loss,Equation
1,0.0007152539913352488,"0.01927691577032683"
3,0.00041980581384239586,"(0.05759059322436329 / x3)"
4,0.0003235068957246033,"square(0.31224695596249374 / x3)"
5,0.0003232052770781781,"square(sin(0.31224695596249374 / x3))"
11,0.0001595367781494668,"exp((x2 + (x3 + sin(x1 * 0.6647286489067198))) / -1.4333775632789192)"
