Complexity,Loss,Equation
1,0.25861389491446396,"0.7944386205995629"
3,0.1921359683762354,"(2.2574462450779254 / x4)"
4,0.170398098435387,"exp(cos(sqrt(x4)))"
5,0.10616178139257569,"(x1 / (x4 + 1.0646348868564561))"
