Complexity,Loss,Equation
1,0.05939134483464575,"1.0268485721172746"
4,0.018002128191411795,"(sqrt(x2) * 0.6049544658064774)"
5,0.016606417869235605,"((x2 * 0.17913386571434436) - -0.49047610657398333)"
