Complexity,Loss,Equation
1,3.5161758568915475,"1.9491404606945444"
2,3.3496349261391964,"sqrt(x3)"
3,1.1697076424009034,"(x3 * 0.197750832427059)"
4,0.5009108132752542,"square(x3 * 0.12217059516801229)"
5,0.4651737791106614,"((x3 * 0.35427462096485873) - 2.134195222072176)"
6,0.4238962519649493,"square(-0.1233400681497423 * (x3 + -1.681803662204284))"
7,0.37986677790006196,"square(-0.1233400681497423 * (x3 + sin(-1.681803662204284)))"
