Complexity,Loss,Equation
1,2.58103444365599,"5.347708473583424"
3,0.4258654405391518,"(x1 + -1.9749275308397731)"
4,0.3955133741362968,"(x1 - square(1.477947289399079))"
5,0.22053711009851465,"((x1 - 0.6487281823936029) - x4)"
7,0.07153111396428488,"((x1 - (x2 - 0.8530910700873489)) - x4)"
8,0.06472269751235142,"((x1 - square(x2 - 0.7561036513575686)) - x4)"
11,0.06468927515593254,"((x1 - square(cos(x2 * 1.0224628848175985) - 0.7765622434646521)) - x4)"
