Complexity,Loss,Equation
1,1.8302808095960604e-39,"4.278178128124259e-20"
2,3.5540332425723347e-200,"exp(-229.62446775777738)"
5,7.053145458806722e-201,"sin(exp(-229.62446775777738) / x3)"
7,1.4113704334476376e-201,"sin(exp(-229.62446775777738) / (x3 * x1))"
9,5.755342708426531e-202,"sin((exp(-229.62446775777738) / (x3 * x1)) / x3)"
13,0.0,"((sqrt(sqrt(sqrt(sqrt(x1 - x1) / -1.177199914071399))) * x2) * -1.2007073802433048)"
