Complexity,Loss,Equation
1,0.006240738579554728,"0.12780311925078108"
3,0.0016413749204960831,"(x2 * 0.045024621387668294)"
5,0.0005257507907339338,"((x2 - x1) * 0.05369998535233525)"
7,0.0004933318996125048,"(((x2 - x1) - 0.0674347887898289) * 0.05369998535233525)"
