Complexity,Loss,Equation
1,1.0428463171505669e-39,"-3.22931311140702e-20"
2,1.0875284411944214e-78,"square(-3.22931311140702e-20)"
5,2.0388171486436188e-156,"(square(square(-3.22931311140702e-20)) / 0.7616430519280456)"
8,0.0,"(((0.491032366702955 - 0.491032366702955) * 0.21635107585488936) / cos(x2))"
