Complexity,Loss,Equation
1,0.45129026750762447,"0.7897673758764951"
3,0.18876610570078606,"(x1 * 0.29403924285559613)"
4,0.11964933969954045,"square(x1 * 0.2805062433527347)"
6,0.11868497682443682,"square((x1 * 0.2990093038576606) + -0.07410269300436954)"
9,0.11680129164007412,"(x1 / (x3 + (x2 / (x1 + -0.4802735666135429))))"
