Complexity,Loss,Equation
1,0.0001231617606681317,"0.0020687365029512387"
3,0.00012176000473874447,"(0.002068736503081892 / x1)"
4,0.00012172097269799507,"(0.002068736503081892 / sqrt(x1))"
5,0.00011971704130845646,"((0.002068736503081892 * x3) / 1.9479123475923845)"
10,0.00010803364479850075,"sqrt(square(x1 / exp(x1 + (x1 + 2.300100933473994))))"
