Complexity,Loss,Equation
1,7921.046348136874,"92.60745472317205"
3,4714.932067241675,"(x3 * 33.823625490006066)"
4,4226.520700697623,"square(x3 * x2)"
6,3320.0724486033623,"(square(x3 * x2) / 1.5990438902580146)"
