Complexity,Loss,Equation
1,0.1873992779571111,"1.396960364069194"
3,0.13256728290071798,"sqrt(sqrt(x1))"
5,0.11215477561031749,"sqrt(x1 - exp(-0.4132028017606366))"
7,0.049534887745609636,"sqrt(sqrt((x1 + -0.905275225256699) * x3))"
