Complexity,Loss,Equation
1,0.00016715955499953638,"0.0005158262007007259"
3,0.0001666904803959389,"(0.001930225543210559 / x1)"
8,0.00016656642472215967,"(((sqrt(x1) * -0.002225471011352287) - 1.1751270353198788) + 1.1794255511189964)"
