Complexity,Loss,Equation
1,0.002221051022439433,"0.0330271418939606"
3,0.0019460101371211007,"(x3 * 0.017762622407886997)"
4,0.0017476437859821053,"exp(x5 / -0.47570045169364095)"
5,0.0014737642312547075,"(0.0330271418961921 / (x5 / x3))"
