Complexity,Loss,Equation
1,2.0414993893642155,"x2"
3,1.7536766266297996,"(x2 + 0.5663216059257352)"
5,0.5953106344944676,"((x4 - x1) + x2)"
10,0.4808378903666536,"((sqrt(square(x4) / square(x1)) + -0.444812428361327) + x2)"
