Complexity,Loss,Equation
1,0.004082626951920869,"0.016527254708754734"
3,0.004034627771522979,"(0.016527254713575638 / x2)"
4,0.004017825240353316,"(0.016527254713575638 / sqrt(x2))"
5,0.0036143684736859747,"square(square(0.09855187971919512 * x1))"
7,0.0036143684736859743,"square(square(square(sqrt(0.09855187971919512 * x1))))"
8,0.0035806920146197155,"sin(sin(square(0.09855187971919512 * (2.2364879771562274 - x1))))"
